mid,netflix,amazon_prime,disney_plus,hulu,original_title,homepage,overview,popularity,production_countries,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,genres_1,genres_2,genres_3,keywords_1,keywords_2,keywords_3
290,1,0,0,1,Red Dawn,,"It is the mid-1980s. From out of the sky, Soviet and Cuban troops begin landing on the football field of a Colorado high school. In seconds, the paratroops have attacked the school and sent a group of teenagers fleeing into the mountains. Armed only with hunting rifles, pistols and bows and arrows, the teens struggles to survive the bitter winter and Soviet KGB patrols hunting for them.",11.743085,United States of America,1984-08-10,38376497,114.0,English,6.4,215,Action,Thriller,,guerrilla,colorado,invasion
291,0,1,0,1,Resident Evil: Retribution,http://www.residentevil-movie.com/site/,"The Umbrella Corporation’s deadly T-virus continues to ravage the Earth, transforming the global population into legions of the flesh eating Undead. The human race’s last and only hope, Alice, awakens in the heart of Umbrella’s most clandestine operations facility and unveils more of her mysterious past as she delves further into the complex. Without a safe haven, Alice continues to hunt those responsible for the outbreak; a chase that takes her from Tokyo to New York, Washington, D.C. and Moscow, culminating in a mind-blowing revelation that will force her to rethink everything that she once thought to be true. Aided by new found allies and familiar friends, Alice must fight to survive long enough to escape a hostile world on the brink of oblivion. The countdown has begun.",6.227675,Canada,2012-09-12,240159255,95.0,English,5.6,1600,Action,Horror,Science Fiction,mutant,dystopia,sequel
292,0,1,0,0,Oliver Twist,http://www.olivertwistthemovie.co.uk/,"Oliver Twist the modern filmed version of Charles Dickens bestseller, a Roman Polanski adaptation. The classic Dickens tale, where an orphan meets a pickpocket on the streets of London. From there, he joins a household of boys who are trained to steal for their master.",20.415572,Czech Republic,2005-09-23,42093706,130.0,English,6.7,274,Crime,Drama,Family,london england,child abuse,street gang
293,0,1,0,0,Elektra,http://marvel.com/movies/movie/13/elektra,"Elektra the warrior survives a near-death experience, becomes an assassin-for-hire, and tries to protect her two latest targets, a single father and his young daughter, from a group of supernatural assassins.",28.613892,Canada,2005-01-13,56681566,97.0,English,4.8,575,Action,Fantasy,,martial arts,based on comic book,female assassin
294,0,1,0,0,Perfume: The Story of a Murderer,http://www.parfum.film.de/,"Jean-Baptiste Grenouille, born in the stench of 18th century Paris, develops a superior olfactory sense, which he uses to create the world's finest perfumes. However, his work takes a dark turn as he tries to preserve scents in the search for the ultimate perfume.",42.551902,Spain,2006-09-13,132180323,147.0,English,7.1,1165,Crime,Fantasy,Drama,paris,female nudity,prostitute
295,1,0,0,0,Austin Powers in Goldmember,http://www.austinpowers.com/,"The world's most shagadelic spy continues his fight against Dr. Evil. This time, the diabolical doctor and his clone, Mini-Me, team up with a new foe -- '70s kingpin Goldmember. While pursuing the team of villains to stop them from world domination, Austin gets help from his dad and an old girlfriend.",40.137264,United States of America,2002-07-26,296655431,94.0,English,5.9,979,Comedy,Crime,Science Fiction,saving the world,submarine,brother brother relationship
296,1,0,0,0,Wyatt Earp,,"Covering the life and times of one of the West's most iconic heroes Wyatt Earp weaves an intricate tale of Earp and his friends and family. With a star studded cast, sweeping cinematography and authentic costumes Wyatt Earp led the way during the Western revival in the 90's.",13.859307,United States of America,1994-06-24,25052000,191.0,English,6.5,202,Drama,Action,Western,gunslinger,gambling,sheriff
297,1,0,0,0,Clear and Present Danger,,CIA Analyst Jack Ryan is drawn into an illegal war fought by the US government against a Colombian drug cartel.,18.832471,United States of America,1994-08-03,215887717,141.0,English,6.4,386,Action,Drama,Thriller,assassination,spy,ambush
298,1,0,0,0,The American President,,"Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings.",11.056763,United States of America,1995-11-17,107879496,106.0,English,6.5,195,Comedy,Drama,Romance,white house,usa president,new love
299,1,0,0,0,The Love Guru,http://www.lovegurumovie.com/,"Born in America and raised in an Indian ashram, Pitka returns to his native land to seek his fortune as a spiritualist and self-help expert. His skills are put to the test when he must get a brokenhearted hockey player's marriage back on track in time for the man to help his team win the Stanley Cup.",13.218008,United States of America,2008-06-20,41819064,87.0,English,4.3,242,Comedy,Romance,,sport,ice hockey,guru
300,1,0,0,0,The Hateful Eight,http://thehatefuleight.com/,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,68.717016,United States of America,2015-12-25,155760117,167.0,Español,7.6,4274,Crime,Drama,Mystery,bounty hunter,wyoming,mountains
301,1,0,0,0,Hop,http://www.iwantcandy.com/,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In LA, he's taken in by Fred after the out-of-work slacker hits E.B. with his car.",16.791058,United Kingdom,2011-03-30,183953723,95.0,English,5.5,331,Animation,Comedy,Family,coup d'etat,slacker,easter
302,0,1,0,0,Marley & Me,http://marleyandmemovie.com/,"A newly married couple who, in the process of starting a family, learn many of life's important lessons from their trouble-loving retriever, Marley. Packed with plenty of laughs to lighten the load, the film explores the highs and lows of marriage, maturity and confronting one's own mortality, as seen through the lens of family life with a dog.",30.951203,United States of America,2008-12-25,244082376,115.0,English,6.9,1343,Comedy,Family,,journalist,based on novel,puppy
303,1,0,1,0,Chicken Little,http://movies.disney.com/chicken-little,"When the sky really is falling and sanity has flown the coop, who will rise to save the day? Together with his hysterical band of misfit friends, Chicken Little must hatch a plan to save the planet from alien invasion and prove that the world's biggest hero is a little chicken.",47.973995,United States of America,2005-11-04,314432665,81.0,English,5.6,944,Animation,Family,Comedy,fish,small town,space marine
304,0,0,0,1,Gone Girl,http://www.gonegirlmovie.com/,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",143.041543,United States of America,2014-10-01,369330363,145.0,English,7.9,5862,Mystery,Thriller,Drama,based on novel,marriage crisis,disappearance
305,1,1,0,1,GoldenEye,http://www.mgm.com/view/movie/757/Goldeneye/,James Bond must unmask the mysterious head of the Janus Syndicate and prevent the leader from utilizing the GoldenEye weapons system to inflict devastating revenge on Britain.,59.824565,United Kingdom,1995-11-16,352194034,130.0,English,6.6,1174,Adventure,Action,Thriller,cuba,falsely accused,secret identity
306,1,0,0,0,Daddy Day Care,,"Two men get laid off and have to become stay-at-home dads when they can't find jobs, which inspires them to open their own day-care center.",18.106021,United States of America,2003-05-03,164433867,92.0,English,5.6,506,Comedy,Family,,competition,success,kindergarten
307,0,0,1,0,Cheaper by the Dozen 2,,"Steve Martin and Bonnie Hunt return as heads of the Baker family who, while on vacation, find themselves in competition with a rival family of eight children, headed by Eugene Levy,",18.831023,United States of America,2005-12-21,129181830,94.0,English,5.7,526,Comedy,,,holiday,lake,big family
308,1,0,0,0,Eat Pray Love,http://www.sonypictures.com/movies/eatpraylove/,"Liz Gilbert had everything a modern woman is supposed to dream of having – a husband, a house and a successful career – yet like so many others, she found herself lost, confused and searching for what she really wanted in life. Newly divorced and at a crossroads, Gilbert steps out of her comfort zone, risking everything to change her life, embarking on a journey around the world that becomes a quest for self-discovery. In her travels, she discovers the true pleasure of nourishment by eating in Italy, the power of prayer in India and, finally and unexpectedly, the inner peace and balance of true love in Bali.",28.800112,United States of America,2010-08-12,204594016,133.0,Português,5.8,636,Drama,,,indonesia,female protagonist,india
309,0,0,0,1,Jack Reacher,http://www.jackreachermovie.com/,"In an innocent heartland city, five are shot dead by an expert sniper. The police quickly identify and arrest the culprit, and build a slam-dunk case. But the accused man claims he's innocent and says ""Get Jack Reacher."" Reacher himself sees the news report and turns up in the city. The defense is immensely relieved, but Reacher has come to bury the guy. Shocked at the accused's request, Reacher sets out to confirm for himself the absolute certainty of the man's guilt, but comes up with more than he bargained for.",56.868399,United States of America,2012-12-20,218340595,130.0,English,6.3,2998,Crime,Drama,Thriller,based on novel,sniper,investigation
310,1,0,0,0,Deep Blue Sea,,"On a remote former submarine refueling facility called Aquatica, a team of scientists are searching for a cure for Alzheimer's disease. Dr. Susan McAlester genetically engineers three Mako sharks, intending to increase their brain capacity so that they can harvest the tissue as a cure for Alzheimer's. Unfortunately, the increased brain capacity also makes the sharks smarter, faster, and more dangerous. Aquatica's financial backers are skeptical and nervous about the tests, and send a corporate executive to visit the facility.",22.991269,Australia,1999-07-28,73648228,105.0,English,5.6,604,Action,Science Fiction,Thriller,shark attack,shark,alzheimer's disease
