,mid,original_title,homepage,overview,popularity,production_countries,release_date,revenue,runtime,spoken_languages,vote_average,vote_count,genres_1,genres_2,genres_3,keywords_1,keywords_2,keywords_3
443,443,The Sweetest Thing,http://www.sonypictures.com/movies/thesweetestthing/,"Christina's love life is stuck in neutral. After years of avoiding the hazards of a meaningful relationship, one night while club-hopping with her girlfriends, she meets Peter, her perfect match. Fed up with playing games, she finally gets the courage to let her guard down and follow her heart, only to discover that Peter has suddenly left town. Accompanied by Courtney, she sets out to capture the one that got away.",18.65632,United States of America,2002-04-12,68696770,84.0,English,5.3,280,Romance,Comedy,,roommate,marriage,aftercreditsstinger
445,445,The Mirror Has Two Faces,,"Rose Morgan (Barbara Streisand), who still lives with her mother (Lauren Bacall), is a professor of Romantic Literature who desperately longs for passion in her life. Gregory Larkin (Jeff Bridges), a mathematics professor, has been burned by passionate relationships and longs for a sexless union based on friendship and respect.",3.844926,United States of America,1996-11-15,0,126.0,English,6.5,47,Comedy,Drama,Romance,sex,professor,wedding
446,446,The Interview,,"Dave Skylark and his producer Aaron Rapoport run the celebrity tabloid show ""Skylark Tonight"". When they land an interview with a surprise fan, North Korean dictator Kim Jong-un, they are recruited by the CIA to turn their trip to Pyongyang into an assassination mission.",74.168016,United States of America,2014-12-25,12342632,112.0,한국어/조선말,6.1,2304,Action,Comedy,,cia,coup d'etat,north korea
448,448,The Karate Kid,,"Hassled by the school bullies, Daniel LaRusso has his share of adolescent woes. Luckily, his apartment building houses a resident martial arts master: Kesuke Miyagi, who agrees to train Daniel ... and ends up teaching him much more than self-defense. Armed with newfound confidence, skill and wisdom, Daniel ultimately faces off against his tormentors in this hugely popular classic underdog tale.",28.456572,United States of America,1984-06-22,90815558,126.0,English,6.9,891,Drama,,,flat,taskmaster,karate
449,449,Double Jeopardy,,"A woman framed for her husband's murder suspects he is still alive; as she has already been tried for the crime, she can't be re-prosecuted if she finds and kills him.",19.439386,Canada,1999-09-24,177841558,105.0,English,6.2,278,Crime,Drama,Mystery,prison,sailboat,sailing trip
451,451,The Conjuring 2,http://www.warnerbros.com/conjuring-2,Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.,68.794673,Canada,2016-05-13,320170008,134.0,English,7.0,1949,Horror,,,london england,england,1970s
452,452,The Social Network,http://www.thesocialnetwork-movie.com/,"On a fall night in 2003, Harvard undergrad and computer programming genius Mark Zuckerberg sits down at his computer and heatedly begins working on a new idea. In a fury of blogging and programming, what begins in his dorm room as a small site among friends soon becomes a global social network and a revolution in communication. A mere six years and 500 million friends later, Mark Zuckerberg is the youngest billionaire in history... but for this entrepreneur, success leads to both personal and legal complications.",69.27822,United States of America,2010-09-30,224920315,120.0,English,7.1,3391,Drama,,,hacker,hacking,creator
453,453,Scream 3,,"A murdering spree begins to happen again, this time its targeted toward the original Woodsboro survivors and those associated with the movie inside a movie, 'Stab 3'. Sydney must face the demons of her past to stop the killer.",24.992057,United States of America,2000-02-03,161834276,116.0,English,5.7,736,Horror,Mystery,,mask,metal detector,film director
454,454,Julie & Julia,http://www.julieandjulia.com/,"Julia Child and Julie Powell – both of whom wrote memoirs – find their lives intertwined. Though separated by time and space, both women are at loose ends... until they discover that with the right combination of passion, fearlessness and butter, anything is possible.",22.853006,United States of America,2009-08-06,129540499,123.0,English,6.6,560,Romance,Drama,,cooking,book,cookbook
455,455,The Talented Mr. Ripley,http://www.miramax.com/movie/the-talented-mr-ripley/,"Tom Ripley is a calculating young man who believes it's better to be a fake somebody than a real nobody. Opportunity knocks in the form of a wealthy U.S. shipbuilder who hires Tom to travel to Italy to bring back his playboy son, Dickie. Ripley worms his way into the idyllic lives of Dickie and his girlfriend, plunging into a daring scheme of duplicity, lies and murder.",31.385257,United States of America,1999-12-25,128798265,139.0,English,7.0,767,Thriller,Crime,Drama,venice,italy,gay
457,457,Sin City,http://www.miramax.com/movie/sin-city/,"Welcome to Sin City. This town beckons to the tough, the corrupt, the brokenhearted. Some call it dark… Hard-boiled. Then there are those who call it home — Crooked cops, sexy dames, desperate vigilantes. Some are seeking revenge, others lust after redemption, and then there are those hoping for a little of both. A universe of unlikely and reluctant heroes still trying to do the right thing in a city that refuses to care.",66.003433,United States of America,2005-04-01,158733820,124.0,English,7.2,2691,Action,Thriller,Crime,dystopia,based on comic book,held captive
458,458,Vantage Point,http://www.vantagepoint-movie.com/index.php,The attempted assassination of the American President is told and re-told from several different perspectives.,24.862767,United States of America,2008-02-01,151161491,90.0,Español,6.2,716,Drama,Action,Thriller,bomb,terror,spain
460,460,17 Again,http://www.17againmovie.com/,"On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all.",52.571674,United States of America,2009-03-11,136267476,102.0,English,6.1,1350,Comedy,,,high school,bullying,high school sports
461,461,The Final Destination,http://www.TheFinalDestinationMovie.com/,"After a young man's premonition of a deadly race-car crash helps saves the lives of his peers, Death sets out to collect those who evaded their end.",32.478077,United States of America,2009-08-26,186167139,82.0,English,5.4,831,Horror,Mystery,,car race,dying and death,plan
462,462,Get Him to the Greek,http://www.gethimtothegreek.net/,"Pinnacle records has the perfect plan to get their sinking company back on track: a comeback concert in LA featuring Aldous Snow, a fading rockstar who has dropped off the radar in recent years. Record company intern Aaron Green is faced with the monumental task of bringing his idol, out of control rock star Aldous Snow, back to LA for his comeback show.",17.869443,United States of America,2010-06-04,90029656,109.0,English,5.9,612,Comedy,,,aftercreditsstinger,,
463,463,Small Soldiers,,"When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously.",23.088571,United States of America,1998-07-10,54682547,110.0,English,6.2,511,Comedy,Adventure,Fantasy,defense industry,toy shop,technical toy
465,465,The Lincoln Lawyer,http://www.thelincolnlawyermovie.com/,A lawyer conducts business from the back of his Lincoln town car while representing a high-profile client in Beverly Hills.,26.072228,United States of America,2011-03-17,85412898,119.0,English,7.0,902,Crime,Drama,Thriller,judge,arrest,jury
466,466,Unknown,http://unknownmovie.warnerbros.com/,"An American biologist attending a conference in Berlin awakens from a coma after a car accident, only to discover that someone has taken his identity and that no one, not even his wife, believes him. With the help of an illegal immigrant and a former Stazi agent, he sets out to prove who he is and find out why people are trying to kill him.",38.643914,France,2011-02-16,130786397,113.0,English,6.5,1265,Action,Mystery,Thriller,taxi,hotel,coma
467,467,Escape from Planet Earth,http://www.escapeearthmovie.com/,Astronaut Scorch Supernova finds himself caught in a trap when he responds to an SOS from a notoriously dangerous alien planet.,18.14218,Canada,2013-02-14,74597643,89.0,English,5.7,332,Animation,Comedy,Adventure,spaceship,alien,rescue
469,469,The Lake House,http://wwws.warnerbros.de/thelakehouse/,"A lonely doctor who once occupied an unusual lakeside home begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.",29.88736,United States of America,2006-06-16,114830111,99.0,English,6.5,670,Romance,Drama,Mystery,chicago,writing,architect
471,471,Jersey Boys,,"From director Clint Eastwood comes the big-screen version of the Tony Award-winning musical Jersey Boys. The film tells the story of four young men from the wrong side of the tracks in New Jersey who came together to form the iconic 1960s rock group The Four Seasons. The story of their trials and triumphs are accompanied by the songs that influenced a generation, including “Sherry,” “Big Girls Don’t Cry,” “Walk Like a Man,” “Rag Doll,” and many more.",14.199933,United States of America,2014-06-05,67347013,134.0,English,6.8,255,Music,Drama,,biography,based on play,
472,472,The Rainmaker,,"When Rudy Baylor (Matt Damon), a young attorney with no clients, goes to work for a seedy ambulance chaser, he wants to help the parents of a terminally ill boy in their suit against an insurance company (represented by a ruthless Jon Voight). But to take on corporate America, Rudy and a scrappy paralegal (Danny DeVito) must open their own law firm.",12.229516,United States of America,1997-11-18,45916769,135.0,English,6.7,235,Drama,Crime,Thriller,jurors,proof,court case
